完整英文名,名(Forename),姓(Surname),中文名
Simon  Bone,Simon,Bone,西蒙·博恩
Cass MacGregor,Cass,MacGregor,卡斯·麦格雷戈
Stuart Maskell,Stuart,Maskell,斯图尔特·马斯基尔
Chris Young,Chris,Young,克里斯·杨
James Marris,James,Marris,詹姆斯·马里斯
Andrew Elliot,Andrew,Elliot,安德鲁·埃利奥特
Katie Rhodes,Katie,Rhodes,凯蒂·罗兹
Natalie McGarry,Natalie,McGarry,娜塔莉·麦加里
Margaret Curran,Margaret,Curran,玛格丽特·柯伦
Andy Morrison,Andy,Morrison,安迪·莫里森
Arthur Thackeray,Arthur,Thackeray,阿瑟·撒克里
Kim Long,Kim,Long,金·朗
Gary McLelland,Gary,McLelland,加里·麦克莱兰
Liam McLaughlan,Liam,McLaughlan,利亚姆·麦克劳林
Patrick Grady,Patrick,Grady,帕特里克·格雷迪
Ann McKechin,Ann,McKechin,安·麦基钦
Lauren Hankinson,Lauren,Hankinson,劳伦·汉金森
Martin Bartos,Martin,Bartos,马丁·巴托斯
Jade O'Neil,Jade,O'Neil,杰德·奥尼尔
Jamie Robertson,Jamie,Robertson,杰米·罗伯逊
Angela McCormick,Angela,McCormick,安杰拉·麦科米克
Russell Benson,Russell,Benson,罗素·本森
Anne McLaughlin,Anne,McLaughlin,安妮·麦克劳克林
Willie  Bain,Willie,Bain,威利·贝恩
Annie Wells,Annie,Wells,安妮·韦尔斯
Zara Kitson,Zara,Kitson,扎拉·基特森
Eileen Baxendale,Eileen,Baxendale,艾琳·巴克斯代尔
Geoff Johnson,Geoff,Johnson,杰夫·约翰逊
Jamie Cocozza,Jamie,Cocozza,杰米·科科扎
Carol Monaghan,Carol,Monaghan,卡罗尔·莫纳汉
John Robertson,John,Robertson,约翰·罗伯逊
Roger Lewis,Roger,Lewis,罗杰·刘易斯
James Harrison,James,Harrison,詹姆斯·哈里森
Moira Crawford,Moira,Crawford,莫伊拉·克劳福德
Chris MacKenzie,Chris,MacKenzie,克里斯·麦肯齐
Zoe Streatfield,Zoe,Streatfield,佐伊·斯特里特菲尔德
Stewart McDonald,Stewart,McDonald,斯图尔特·麦克唐纳
Tom Harris,Tom,Harris,汤姆·哈里斯
Kyle Thornton,Kyle,Thornton,凯尔·桑顿
Alastair Whitelaw,Alastair,Whitelaw,阿拉斯泰尔·怀特洛
Ewan Hoyle,Ewan,Hoyle,尤安·霍伊尔
Brian Smith,Brian,Smith,布赖恩·史密斯
Christopher Stephens,Christopher,Stephens,克里斯托弗·斯蒂芬斯
Ian Davidson,Ian,Davidson,伊恩·戴维森
Gordon McCaskill,Gordon,McCaskill,戈登·麦卡斯基尔
Sarah Hemy,Sarah,Hemy,莎拉·赫米
Sean Templeton,Sean,Templeton,肖恩·坦普尔顿
Isabel Nelson,Isabel,Nelson,伊莎贝尔·纳尔逊
Bill Bonnar,Bill,Bonnar,比尔·邦纳
Peter Grant,Peter,Grant,彼得·格兰特
Melanie Ward,Melanie,Ward,梅拉妮·沃德
Alex Stewart-Clark,Alex,Stewart-Clark,亚历克斯·斯图尔特-克拉克
Jane  Liston,Jane,Liston,简·利斯顿
Alex Salmond,Alex,Salmond,亚历克斯·萨尔蒙德
Christine Jardine,Christine,Jardine,克里斯汀·贾丁
Colin Clark,Colin,Clark,科林·克拉克
Braden Davy,Braden,Davy,布雷登·戴维
Emily Santos,Emily,Santos,埃米莉·桑托斯
Ronnie Cowan,Ronnie,Cowan,罗尼·考恩
Iain McKenzie,Iain,McKenzie,伊恩·麦肯齐
George Jabbour,George,Jabbour,乔治·贾布尔
John Watson,John,Watson,约翰·沃森
Michael Burrows,Michael,Burrows,迈克尔·伯罗斯
Craig Hamilton,Craig,Hamilton,克雷格·汉密尔顿
Drew Hendry,Drew,Hendry,德鲁·亨德利
Danny Alexander,Danny,Alexander,丹尼·亚历山大
Mike Robb,Mike,Robb,迈克·罗布
Edward Mountain,Edward,Mountain,爱德华·芒廷
Isla O'Reilly,Isla,O'Reilly,艾拉·奥赖利
Les Durance,Les,Durance,莱斯·杜兰斯
Donald Boyd,Donald,Boyd,唐纳德·博伊德
Alan Brown,Alan,Brown,艾伦·布朗
Cathy Jamieson,Cathy,Jamieson,凯西·贾米森
Brian  Whittle,Brian,Whittle,布赖恩·惠特尔
Rod Ackland,Rod,Ackland,罗德·阿克兰
Roger Mullin,Roger,Mullin,罗杰·马林
Kenny Selbie,Kenny,Selbie,肯尼·塞尔比
Dave Dempsey,Dave,Dempsey,戴夫·登普西
Jack Neill,Jack,Neill,杰克·尼尔
Callum Leslie,Callum,Leslie,卡勒姆·莱斯利
Angela Crawley,Angela,Crawley,安杰拉·克劳利
Jim Hood,Jim,Hood,吉姆·胡德
Alex Allison,Alex,Allison,亚历克斯·艾莉森
Donald MacKay,Donald,MacKay,唐纳德·麦凯
Gregg Cullen,Gregg,Cullen,格雷格·卡伦
Martyn  Day,Martyn,Day,马丁·戴
Michael Connarty,Michael,Connarty,迈克尔·康纳蒂
Sandy Batho,Sandy,Batho,桑迪·巴索
Alistair Forrest,Alistair,Forrest,阿拉斯泰尔·福雷斯特
Emma Farthing-Sykes,Emma,Farthing-Sykes,埃玛·法辛-赛克斯
Neil McIvor,Neil,McIvor,尼尔·麦基弗
Hannah Bardell,Hannah,Bardell,汉娜·巴德尔
Graeme Morrice,Graeme,Morrice,格雷姆·莫里斯
Christopher Donnelly,Christopher,Donnelly,克里斯托弗·唐纳利
Nathan Somerville,Nathan,Somerville,内森·萨默维尔
Charles Dundas,Charles,Dundas,查尔斯·邓达斯
Owen Thompson,Owen,Thompson,欧文·汤普森
Kenny Young,Kenny,Young,肯尼·杨
Michelle Ballantyne,Michelle,Ballantyne,米歇尔·巴兰坦
Ian Baxter,Ian,Baxter,伊恩·巴克斯特
Gordon Norrie,Gordon,Norrie,戈登·诺里
Aisha Mir,Aisha,Mir,阿伊莎·米尔
Angus Robertson,Angus,Robertson,安格斯·罗伯逊
Douglas Ross,Douglas,Ross,道格拉斯·罗斯
Sean Morton,Sean,Morton,肖恩·莫顿
Robert Scorer,Robert,Scorer,罗伯特·斯科勒
Jamie Paterson,Jamie,Paterson,杰米·佩特森
James MacKessack-Leitch,James,MacKessack-Leitch,詹姆斯·麦凯赛克-利奇
Marion Fellows,Marion,Fellows,马里恩·费洛斯
Frank Roy,Frank,Roy,弗兰克·罗伊
Meghan Gallacher,Meghan,Gallacher,梅根·加拉赫
Neil Wilson,Neil,Wilson,尼尔·威尔逊
Ross Laird,Ross,Laird,罗斯·莱尔德
Patricia Gibson,Patricia,Gibson,帕特里夏·吉布森
Katy Clark,Katy,Clark,凯蒂·克拉克
Jamie Greene,Jamie,Greene,杰米·格林
Sharon McGonigal,Sharon,McGonigal,莎伦·麦戈尼格尔
Ruby Kirkwood,Ruby,Kirkwood,鲁比·柯克伍德
Stephen Gethins,Stephen,Gethins,斯蒂芬·格辛斯
Tim Brett,Tim,Brett,蒂姆·布雷特
Huw Bell,Huw,Bell,休·贝尔
Brian Thomson,Brian,Thomson,布赖恩·汤姆森
Andy Collins,Andy,Collins,安迪·柯林斯
Mike Scott-Hayward,Mike,Scott-Hayward,迈克·斯科特-海沃德
Tasmina Ahmed-Sheikh,Tasmina,Ahmed-Sheikh,塔斯米娜·艾哈迈德-谢赫
Gordon Banks,Gordon,Banks,戈登·班克斯
Luke Graham,Luke,Graham,卢克·格雷厄姆
Iliyan Stefanov,Iliyan,Stefanov,伊利扬·斯特凡诺夫
Martin Gray,Martin,Gray,马丁·格雷
Alistair Carmichael,Alistair,Carmichael,阿利斯泰尔·卡迈克尔
Danus Skene,Danus,Skene,达努斯·斯基恩
Donald Cameron,Donald,Cameron,唐纳德·卡梅伦
Gerry McGarvey,Gerry,McGarvey,格里·麦加维
Robert Smith,Robert,Smith,罗伯特·史密斯
Gavin Newlands,Gavin,Newlands,加文·纽兰兹
Jim Sheridan,Jim,Sheridan,吉姆·谢里登
John Anderson,John,Anderson,约翰·安德森
James Speirs,James,Speirs,詹姆斯·斯皮尔斯
Ryan Morrison,Ryan,Morrison,瑞安·莫里森
Andy Doyle,Andy,Doyle,安迪·多伊尔
Jim Halfpenny,Jim,Halfpenny,吉姆·哈夫彭尼
Mhairi Black,Mhairi,Black,姆哈里·布莱克
Douglas Alexander,Douglas,Alexander,道格拉斯·亚历山大
Fraser Galloway,Fraser,Galloway,弗雷泽·加洛韦
Eileen McCartin,Eileen,McCartin,艾琳·麦卡廷
Sandra Webster,Sandra,Webster,桑德拉·韦伯斯特
Pete Wishart,Pete,Wishart,皮特·威沙特
Alexander Stewart,Alexander,Stewart,亚历山大·斯图尔特
Scott Nicholson,Scott,Nicholson,斯科特·尼科尔森
Peter Barrett,Peter,Barrett,彼得·巴雷特
Louise Ramsay,Louise,Ramsay,路易丝·拉姆齐
John Myles,John,Myles,约翰·迈尔斯
Xander McDade,Xander,McDade,桑德·麦克达德
Ian Blackford,Ian,Blackford,伊恩·布莱克福德
Charles Kennedy,Charles,Kennedy,查尔斯·肯尼迪
Lindsay McCallum,Lindsay,McCallum,林赛·麦卡勒姆
Chris Conniff,Chris,Conniff,克里斯·科尼夫
Anne Thomas,Anne,Thomas,安妮·托马斯
Philip Anderson,Philip,Anderson,菲利普·安德森
Ronnie Campbell,Ronnie,Campbell,龙尼·坎贝尔
Margaret Ferrier,Margaret,Ferrier,玛格丽特·费里尔
Tom Greatrex,Tom,Greatrex,汤姆·格雷特雷克斯
Taylor Muir,Taylor,Muir,泰勒·缪尔
Janice MacKay,Janice,MacKay,贾尼斯·麦凯
Tony Hughes,Tony,Hughes,托尼·休斯
Yvonne Maclean,Yvonne,Maclean,伊冯·麦克莱恩
Steven Paterson,Steven,Paterson,史蒂文·佩特森
Johanna Boyd,Johanna,Boyd,约翰娜·博伊德
Stephen Kerr,Stephen,Kerr,斯蒂芬·克尔
Mark Ruskell,Mark,Ruskell,马克·拉斯克尔
Elisabeth Wilson,Elisabeth,Wilson,伊丽莎白·威尔逊
Stuart Donaldson,Stuart,Donaldson,斯图尔特·唐纳森
Alexander Burnett,Alexander,Burnett,亚历山大·伯内特
Robert Smith,Robert,Smith,罗伯特·史密斯
Barry Black,Barry,Black,巴里·布莱克
David Lansdell,David,Lansdell,戴维·兰斯代尔
Richard Openshaw,Richard,Openshaw,理查德·奥彭肖
Graham Reid,Graham,Reid,格雷厄姆·里德
Martin Docherty,Martin,Docherty,马丁·多彻蒂
Gemma Doyle,Gemma,Doyle,杰玛·多伊尔
Maurice Corry,Maurice,Corry,莫里斯·科里
Aileen Morton,Aileen,Morton,艾琳·莫顿
Claire Muir,Claire,Muir,克莱尔·缪尔
Albert Owen,Albert,Owen,艾伯特·欧文
John Rowlands,John,Rowlands,约翰·罗兰兹
Michelle Willis,Michelle,Willis,米歇尔·威利斯
Nathan Gill,Nathan,Gill,内森·吉尔
Mark Rosenthal,Mark,Rosenthal,马克·罗森塔尔
Liz Screen,Liz,Screen,利兹·斯克林
David Hanson,David,Hanson,戴维·汉森
Mark Isherwood,Mark,Isherwood,马克·伊舍伍德
Nigel Williams,Nigel,Williams,奈杰尔·威廉斯
Paul Rowlinson,Paul,Rowlinson,保罗·罗林森
Tom Rippeth,Tom,Rippeth,汤姆·里佩思
Kay Roney,Kay,Roney,凯·罗尼
Mark Tami,Mark,Tami,马克·塔米
Laura Knightly,Laura,Knightly,劳拉·奈特利
Blair Smillie,Blair,Smillie,布莱尔·斯米利
Tudor Jones,Tudor,Jones,都铎·琼斯
Jacqueline Hurst,Jacqueline,Hurst,杰奎琳·赫斯特
Alasdair Ibbotson,Alasdair,Ibbotson,阿拉斯代尔·伊伯森
Ian Lucas,Ian,Lucas,伊恩·卢卡斯
Andrew Atkinson,Andrew,Atkinson,安德鲁·阿特金森
Niall Plevin-Kelly,Niall,Plevin-Kelly,尼尔·普莱文-凯利
Carrie Harper,Carrie,Harper,卡丽·哈珀
Rob Walsh,Rob,Walsh,罗布·沃尔什
David Munnerley,David,Munnerley,戴维·芒纳利
Brian Edwards,Brian,Edwards,布赖恩·爱德华兹
Nia Griffith,Nia,Griffith,尼娅·格里菲思
Vaughan Williams,Vaughan,Williams,沃恩·威廉斯
Kenneth Rees,Kenneth,Rees,肯尼思·里斯
Selaine Saxby,Selaine,Saxby,塞莱因·萨克西
Cen Phillips,Cen,Phillips,森·菲利普斯
Guy Smith,Guy,Smith,盖伊·史密斯
Sian Caiach,Sian,Caiach,西安·凯奇
Scott Jones,Scott,Jones,斯科特·琼斯
Byron Davies,Byron,Davies,拜伦·戴维斯
Liz Evans,Liz,Evans,利兹·埃文斯
Colin Beckett,Colin,Beckett,科林·贝克特
Darren Thomas,Darren,Thomas,达伦·托马斯
Mike Sheehan,Mike,Sheehan,迈克·希恩
Julia Marshall,Julia,Marshall,朱莉娅·马歇尔
David Von Claptrap,David,Von Claptrap,戴维·冯·克拉普特拉普
Steve Roberts,Steve,Roberts,史蒂夫·罗伯茨
Mark Evans,Mark,Evans,马克·埃文斯
Geraint Davies,Geraint,Davies,杰兰特·戴维斯
Emma Lane,Emma,Lane,埃玛·莱恩
Martyn Ford,Martyn,Ford,马丁·福特
Chris Holley,Chris,Holley,克里斯·霍利
Harri Roberts,Harri,Roberts,哈里·罗伯茨
Ashley Wakeling,Ashley,Wakeling,阿什利·韦克林
Ronnie Job,Ronnie,Job,罗尼·乔布
Maxwell Rosser,Maxwell,Rosser,马克斯韦尔·罗瑟
Brian Johnson,Brian,Johnson,布赖恩·约翰逊
Carolyn Harris,Carolyn,Harris,卡罗琳·哈里斯
Clifford Johnson,Clifford,Johnson,克利福德·约翰逊
Altaf Hussain,Altaf,Hussain,阿尔塔夫·侯赛因
Dic Jones,Dic,Jones,迪克·琼斯
Ann Jamal,Ann,Jamal,安·贾迈勒
Stephen Kinnock,Stephen,Kinnock,斯蒂芬·金诺克
Peter Bush,Peter,Bush,彼得·布什
Edward Yi He,Edward,Yi He,爱德华·易和
Duncan Higgitt,Duncan,Higgitt,邓肯·希吉特
Helen  Clarke,Helen,Clarke,海伦·克拉克
Captain Beany,Captain,Beany,豆豆船长
Jonathan Tier,Jonathan,Tier,乔纳森·蒂尔
Andrew Jordan,Andrew,Jordan,安德鲁·乔丹
Owen Herbert,Owen,Herbert,欧文·赫伯特
Jo  Stevens,Jo,Stevens,乔·史蒂文斯
Jenny Willott,Jenny,Willott,珍妮·威洛特
Richard Hopkin,Richard,Hopkin,理查德·霍普金
Anthony Raybould,Anthony,Raybould,安东尼·雷伯德
Christopher von Ruhland,Christopher,von Ruhland,克里斯托弗·冯·鲁兰德
Martin Pollard,Martin,Pollard,马丁·波拉德
Steve Williams,Steve,Williams,史蒂夫·威廉斯
Kazimir Hubert,Kazimir,Hubert,卡齐米尔·休伯特
Craig Williams,Craig,Williams,克雷格·威廉斯
Mari Williams,Mari,Williams,马里·威廉斯
Ethan Wilkinson,Ethan,Wilkinson,伊桑·威尔金森
Elin Walker Jones,Elin,Walker Jones,艾琳·沃克·琼斯
Elizabeth Clark,Elizabeth,Clark,伊丽莎白·克拉克
Ruth Osner,Ruth,Osner,鲁思·奥斯纳
Jeff Green,Jeff,Green,杰夫·格林
Shaun Jenkins,Shaun,Jenkins,肖恩·詹金斯
Chris Bryant,Chris,Bryant,克里斯·布赖恩特
Shelley Rees-Owen,Shelley,Rees-Owen,谢利·里斯-欧文
Ron Hughes,Ron,Hughes,罗恩·休斯
Lyn Hudson,Lyn,Hudson,林恩·赫德森
George Summers,George,Summers,乔治·萨默斯
Lisa Rapado,Lisa,Rapado,丽莎·拉帕多
Nick Thomas-Symonds,Nick,Thomas-Symonds,尼克·托马斯-西蒙兹
Graham Smith,Graham,Smith,格雷厄姆·史密斯
Ken Beswick,Ken,Beswick,肯·贝斯威克
Boydd Hackley-Green,Boydd,Hackley-Green,博伊德·哈克利-格林
Alison Willott,Alison,Willott,艾莉森·威洛特
Matt Cooke,Matt,Cooke,马特·库克
John Cox,John,Cox,约翰·考克斯
Mark Griffiths,Mark,Griffiths,马克·格里菲斯
David Davies,David,Davies,戴维·戴维斯
Ruth Jones,Ruth,Jones,鲁思·琼斯
Gareth Dunn,Gareth,Dunn,加雷思·邓恩
Veronica German,Veronica,German,维罗妮卡·杰曼
Jonathan  Clark,Jonathan,Clark,乔纳森·克拉克
Chris Were,Chris,Were,克里斯·韦尔
Stephen Morris,Stephen,Morris,斯蒂芬·莫里斯
Jessica Morden,Jessica,Morden,杰西卡·莫登
Natasha Asghar,Natasha,Asghar,娜塔莎·阿什加尔
David Stock,David,Stock,戴维·斯托克
Paul Halliday,Paul,Halliday,保罗·哈利迪
Anthony Salkeld,Anthony,Salkeld,安东尼·萨尔凯德
David Mclean,David,Mclean,戴维·麦克莱恩
Shangara Singh Bhatoe,Shangara,Singh Bhatoe,申加拉·辛格·巴托
Paul Flynn,Paul,Flynn,保罗·弗林
Nick Webb,Nick,Webb,尼克·韦伯
Gordon Norrie,Gordon,Norrie,戈登·诺里
Simon Coopey,Simon,Coopey,西蒙·库皮
Ed Townsend,Ed,Townsend,埃德·汤森
Pippa Bartolotti,Pippa,Bartolotti,皮帕·巴托洛蒂
Hywel Williams,Hywel,Williams,海韦尔·威廉斯
Alun Pugh,Alun,Pugh,阿伦·皮尤
Anwen Barry,Anwen,Barry,安文·巴里
Simon Wall,Simon,Wall,西蒙·沃尔
Mohammed Shultan,Mohammed,Shultan,穆罕默德·舒尔坦
Kathrine Jones,Kathrine,Jones,凯瑟琳·琼斯
Guto  Bebb,Guto,Bebb,古托·贝布
Mary Wimbury,Mary,Wimbury,玛丽·温伯里
Dafydd Meurig,Dafydd,Meurig,达菲德·默里格
Andrew  Haigh,Andrew,Haigh,安德鲁·黑格
Victor Babu,Victor,Babu,维克托·巴布
Petra  Haig,Petra,Haig,彼得拉·黑格
David Jones,David,Jones,戴维·琼斯
Gareth Thomas,Gareth,Thomas,加雷思·托马斯
Warwick Nicholson,Warwick,Nicholson,沃里克·尼科尔森
Marc Jones,Marc,Jones,马克·琼斯
Sarah Lesiter-Burgess,Sarah,Lesiter-Burgess,莎拉·莱西特-伯格斯
Bob English,Bob,English,鲍勃·英格利希
Rory Jepson,Rory,Jepson,罗里·杰普森
James Davies,James,Davies,詹姆斯·戴维斯
Christopher Ruane,Christopher,Ruane,克里斯托弗·鲁恩
Paul Davies-Cooke,Paul,Davies-Cooke,保罗·戴维斯-库克
Mair Rowlands,Mair,Rowlands,梅尔·罗兰兹
Gwyn Williams,Gwyn,Williams,格温·威廉斯
Liz  Roberts,Liz,Roberts,利兹·罗伯茨
Neil Fairlamb,Neil,Fairlamb,尼尔·费尔兰姆
Mary Griffiths Clarke,Mary,Griffiths Clarke,玛丽·格里菲斯·克拉克
Christopher Gillibrand,Christopher,Gillibrand,克里斯托弗·吉利布兰德
Louise Hughes,Louise,Hughes,路易丝·休斯
Stephen Churchman,Stephen,Churchman,斯蒂芬·丘奇曼
Marc Fothergill,Marc,Fothergill,马克·福瑟吉尔
Susan  Jones,Susan,Jones,苏珊·琼斯
David Nicholls,David,Nicholls,戴维·尼科尔斯
Mandy Jones,Mandy,Jones,曼迪·琼斯
Mabon ap Gwynfor,Mabon,ap Gwynfor,马邦·阿普·格温福
Bruce Roberts,Bruce,Roberts,布鲁斯·罗伯茨
Duncan Rees,Duncan,Rees,邓肯·里斯
Glyn Davies,Glyn,Davies,格林·戴维斯
Jane Dodds,Jane,Dodds,简·多兹
Des Parkinson,Des,Parkinson,德斯·帕金森
Martyn Singleton,Martyn,Singleton,马丁·辛格尔顿
Ann Griffith,Ann,Griffith,安·格里菲思
Richard Chaloner,Richard,Chaloner,理查德·查隆纳
Mark Williams,Mark,Williams,马克·威廉斯
Mike Parker,Mike,Parker,迈克·帕克
Henrietta Hensher,Henrietta,Hensher,亨里埃塔·亨舍
Gethin James,Gethin,James,格辛·詹姆斯
Huw Thomas,Huw,Thomas,休·托马斯
Daniel Thompson,Daniel,Thompson,丹尼尔·汤普森
Stephen Crabb,Stephen,Crabb,斯蒂芬·克拉布
Paul Miller,Paul,Miller,保罗·米勒
Howard Lillyman,Howard,Lillyman,霍华德·利利曼
Chris Overton,Chris,Overton,克里斯·奥弗顿
John Osmond,John,Osmond,约翰·奥斯蒙德
Frances Bryant,Frances,Bryant,弗朗西斯·布赖恩特
Nick Tregoning,Nick,Tregoning,尼克·特里冈宁
Rodney Maile,Rodney,Maile,罗德尼·梅尔
Simon Hart,Simon,Hart,西蒙·哈特
Delyth Evans,Delyth,Evans,德利思·埃文斯
John Atkinson,John,Atkinson,约翰·阿特金森
Elwyn Williams,Elwyn,Williams,埃尔温·威廉斯
Gary Tapley,Gary,Tapley,加里·塔普利
Selwyn Runnett,Selwyn,Runnett,塞尔温·伦内特
David Edwards,David,Edwards,戴维·爱德华兹
Calum Higgins,Calum,Higgins,卡勒姆·希金斯
Matthew Paul,Matthew,Paul,马修·保罗
Jasmine Woodward,Jasmine,Woodward,茉莉·伍德沃德
Ben Rice,Ben,Rice,本·赖斯
Sara Lloyd-Williams,Sara,Lloyd-Williams,萨拉·劳埃德-威廉斯
Chris Davies,Chris,Davies,克里斯·戴维斯
Roger Williams,Roger,Williams,罗杰·威廉斯
Matthew Dorrance,Matthew,Dorrance,马修·多兰斯
Darran Thomas,Darran,Thomas,达伦·托马斯
Freddy Greaves,Freddy,Greaves,弗雷迪·格里夫斯
Chris Carmichael,Chris,Carmichael,克里斯·卡迈克尔
Christina Rees,Christina,Rees,克里斯蒂娜·里斯
Daniel Thomas,Daniel,Thomas,丹尼尔·托马斯
Richard Pritchard,Richard,Pritchard,理查德·普里查德
Ed Hastie,Ed,Hastie,埃德·黑斯蒂
Catrin Brock,Catrin,Brock,卡特林·布罗克
Clare Bentley,Clare,Bentley,克莱尔·本特利
Ann Clwyd,Ann,Clwyd,安·克卢伊德
Cerith Griffiths,Cerith,Griffiths,塞里斯·格里菲斯
Rebecca Rees-Evans,Rebecca,Rees-Evans,丽贝卡·里斯-埃文斯
Keith Dewhurst,Keith,Dewhurst,基思·杜赫斯特
Angharad Jones,Angharad,Jones,安格哈拉德·琼斯
John Matthews,John,Matthews,约翰·马修斯
Chris  Beggs,Chris,Beggs,克里斯·贝格斯
Gerald Jones,Gerald,Jones,杰拉尔德·琼斯
David Rowlands,David,Rowlands,戴维·罗兰兹
Bill Rees,Bill,Rees,比尔·里斯
Rhayna Mann,Rhayna,Mann,雷亚纳·曼
Bob Griffin,Bob,Griffin,鲍勃·格里芬
Elspeth Parris,Elspeth,Parris,埃尔佩斯·帕里斯
Eddy Blanche,Eddy,Blanche,埃迪·布兰奇
Robert Griffiths,Robert,Griffiths,罗伯特·格里菲斯
Nick Smith,Nick,Smith,尼克·史密斯
Susan Boucher,Susan,Boucher,苏珊·鲍彻
Tracey West,Tracey,West,特蕾西·韦斯特
Steffan Lewis,Steffan,Lewis,斯特凡·刘易斯
Mark Pond,Mark,Pond,马克·庞德
Samuel Rees,Samuel,Rees,塞缪尔·里斯
Madeleine Moon,Madeleine,Moon,玛德琳·穆恩
Meirion Jenkins,Meirion,Jenkins,梅里昂·詹金斯
Caroline Jones,Caroline,Jones,卡罗琳·琼斯
James Radcliffe,James,Radcliffe,詹姆斯·拉特克利夫
Anita Davies,Anita,Davies,安妮塔·戴维斯
Les Tallon-Morris,Les,Tallon-Morris,莱斯·塔隆-莫里斯
Tony White,Tony,White,托尼·怀特
Aaron David,Aaron,David,亚伦·戴维
David Elston,David,Elston,戴维·埃尔顿
Adam Lloyd,Adam,Lloyd,亚当·劳埃德
Huw Irranca-Davies,Huw,Irranca-Davies,休·伊兰卡-戴维斯
Jane March,Jane,March,简·马奇
Glenda Davies,Glenda,Davies,格伦达·戴维斯
Tim Thomas,Tim,Thomas,蒂姆·托马斯
Gerald Francis,Gerald,Francis,杰拉尔德·弗朗西斯
Laurie Brophy,Laurie,Brophy,劳里·布罗菲
Emma Saunders,Emma,Saunders,埃玛·桑德斯
Owen Smith,Owen,Smith,欧文·史密斯
Ann-Marie Mason,Ann-Marie,Mason,安妮-玛丽·梅森
Andrew Tomkinson,Andrew,Tomkinson,安德鲁·汤姆金森
Mike Powell,Mike,Powell,迈克·鲍威尔
Osian Lewis,Osian,Lewis,奥西安·刘易斯
Katy Clay,Katy,Clay,凯蒂·克莱
Damien  Biggs,Damien,Biggs,达米恩·比格斯
Esther Pearson,Esther,Pearson,埃丝特·皮尔逊
Wayne David,Wayne,David,韦恩·戴维
Sam Gould,Sam,Gould,山姆·古尔德
Leo Docherty,Leo,Docherty,利奥·多彻蒂
Beci Newton,Beci,Newton,贝奇·牛顿
Katy Beddoe,Katy,Beddoe,凯蒂·贝多
Aladdin Ayesh,Aladdin,Ayesh,阿拉丁·阿耶什
Jaime Davies,Jaime,Davies,海梅·戴维斯
Chris Evans,Chris,Evans,克里斯·埃文斯
Joe Smyth,Joe,Smyth,乔·史密斯
Laura Jones,Laura,Jones,劳拉·琼斯
Lyn Ackerman,Lyn,Ackerman,林恩·阿克曼
Brendan D'Cruz,Brendan,D'Cruz,布伦丹·德克鲁兹
Peter Varley,Peter,Varley,彼得·瓦利
Von Von Magpie,Von,Von Magpie,冯·冯·玛吉
Josh Rawcliffe,Josh,Rawcliffe,乔希·拉夫克利夫
Alun Cairns,Alun,Cairns,阿伦·凯恩斯
Chris Elmore,Chris,Elmore,克里斯·埃尔莫
Kevin Mahoney,Kevin,Mahoney,凯文·马奥尼
Ian Johnson,Ian,Johnson,伊恩·约翰逊
David Morgan,David,Morgan,戴维·摩根
Alan Armstrong,Alan,Armstrong,艾伦·阿姆斯特朗
Steve Reed,Steve,Reed,史蒂夫·里德
Kevin Brennan,Kevin,Brennan,凯文·布伦南
James Taghdissian,James,Taghdissian,詹姆斯·塔格迪西安
Neil McEvoy,Neil,McEvoy,尼尔·麦克沃伊
Brian Morris,Brian,Morris,布赖恩·莫里斯
Cadan ap Tomos,Cadan,ap Tomos,卡丹·阿普·托马斯
Ken Barker,Ken,Barker,肯·巴克
Helen Jones,Helen,Jones,海伦·琼斯
Stephen Doughty,Stephen,Doughty,斯蒂芬·道德蒂
Emma Warman,Emma,Warman,埃玛·瓦曼
John Rees-Evans,John,Rees-Evans,约翰·里斯-埃文斯
Ben Foday,Ben,Foday,本·福代
Nigel Howells,Nigel,Howells,奈杰尔·豪厄尔
Anthony Slaughter,Anthony,Slaughter,安东尼·斯劳特
Ross Saunders,Ross,Saunders,罗斯·桑德斯
,,,
